date, value
2014-08-08,1.8085
2014-08-11,1.8915
2014-08-12,1.8460
2014-08-13,1.8525
2014-08-14,1.8410
2014-08-15,1.8875
2014-08-18,1.8890
2014-08-19,1.8220
2014-08-20,1.8410
2014-08-21,1.8375
2014-08-22,1.8160
2014-08-25,1.8275
2014-08-26,1.9397
2014-08-27,1.9470
2014-08-28,1.9786
2014-08-29,2.0011
2014-09-02,2.0945
2014-09-03,2.0230
2014-09-04,2.0245
2014-09-05,1.9805
2014-09-08,1.9445
2014-09-09,1.9260
2014-09-10,1.8125
2014-09-11,1.8545
2014-09-12,1.8455
2014-09-15,1.8220
2014-09-16,1.8525
2014-09-17,1.8485
2014-09-18,1.8120
2014-09-19,1.7800
2014-09-22,1.7940
2014-09-23,1.8090
2014-09-24,1.8910
2014-09-25,1.8230
2014-09-26,1.8605
2014-09-29,1.9125
2014-09-30,1.9335
2014-10-01,2.0040
2014-10-02,2.0860
2014-10-03,2.0650
2014-10-06,2.2080
2014-10-07,2.1635
2014-10-08,2.1445
2014-10-09,2.2165
2014-10-10,2.2040
2014-10-13,2.1810
2014-10-14,2.2190
2014-10-15,2.1600
2014-10-16,2.1710
2014-10-17,2.1065
2014-10-20,1.9940
2014-10-21,1.9960
2014-10-22,1.9110
2014-10-23,1.9330
2014-10-24,1.9150
2014-10-27,1.9090
2014-10-28,1.9235
2014-10-29,1.8960
2014-10-30,1.8760
2014-10-31,1.8800
2014-11-03,1.8585
2014-11-04,1.8820
2014-11-05,1.8625
2014-11-06,1.8375
2014-11-07,1.8240
2014-11-10,1.8140
2014-11-11,1.8455
2014-11-12,1.8440
2014-11-13,1.8875
2014-11-14,1.9200
2014-11-17,1.8750
2014-11-18,1.9110
2014-11-19,1.9785
2014-11-20,1.8770
2014-11-21,1.8965
2014-11-24,1.8982
2014-11-25,1.9457
2014-11-26,1.9395
2014-11-28,1.8729
2014-12-01,1.9040
2014-12-02,1.8340
2014-12-03,1.8365
2014-12-04,1.8245
2014-12-05,1.8010
2014-12-08,1.7805
2014-12-09,1.8045
2014-12-10,1.7855
2014-12-11,1.7640
2014-12-12,1.7400
2014-12-15,1.7865
2014-12-16,1.7770
2014-12-17,1.7185
2014-12-18,1.7435
2014-12-19,1.7470
2014-12-22,1.7215
2014-12-23,1.7100
2014-12-24,1.7015
2014-12-26,1.6860
2014-12-29,1.6515
2014-12-30,1.6480
2014-12-31,1.6660
2015-01-02,1.6105
2015-01-05,1.6810
2015-01-06,1.7490
2015-01-07,1.7505
2015-01-08,1.7690
2015-01-09,1.8005
2015-01-12,1.7675
2015-01-13,1.7695
2015-01-14,1.7985
2015-01-15,1.7665
2015-01-16,1.7100
2015-01-20,1.6430
2015-01-21,1.6125
2015-01-22,1.5995
2015-01-23,1.6245
2015-01-26,1.6185
2015-01-27,1.6820
2015-01-28,1.6770
2015-01-29,1.6000
2015-01-30,1.6190
2015-02-02,1.6245
2015-02-03,1.6075
2015-02-04,1.6490
2015-02-05,1.6475
2015-02-06,1.6685
2015-02-09,1.6760
2015-02-10,1.5940
2015-02-11,1.5945
2015-02-12,1.6455
2015-02-13,1.6320
2015-02-17,1.5565
2015-02-18,1.5280
2015-02-19,1.4920
2015-02-20,1.4865
2015-02-23,1.4445
2015-02-24,1.4606
2015-02-25,1.4123
2015-02-26,1.3895
2015-02-27,1.3975
2015-03-02,1.3835
2015-03-03,1.2975
2015-03-04,1.3755
2015-03-05,1.3505
2015-03-06,1.3990
2015-03-09,1.3700
2015-03-10,1.3505
2015-03-11,1.3175
2015-03-12,1.3220
2015-03-13,1.2980
2015-03-16,1.3805
2015-03-17,1.3815
2015-03-18,1.4005
2015-03-19,1.4415
2015-03-20,1.4335
2015-03-23,1.4185
2015-03-24,1.3730
2015-03-25,1.3995
2015-03-26,1.4025
2015-03-27,1.3820
2015-03-30,1.3235
2015-03-31,1.3290
2015-04-01,1.3485
2015-04-02,1.4090
2015-04-06,1.4620
2015-04-07,1.4195
2015-04-08,1.3570
2015-04-09,1.3745
2015-04-10,1.3510
2015-04-13,1.3375
2015-04-14,1.3460
2015-04-15,1.3580
2015-04-16,1.3960
2015-04-17,1.3870
2015-04-20,1.3870
2015-04-21,1.4030
2015-04-22,1.4240
2015-04-23,1.4045
2015-04-24,1.4115
2015-04-27,1.3629
2015-04-28,1.3831
2015-04-29,1.3874
2015-04-30,1.3727
2015-05-01,1.3420
2015-05-04,1.3290
2015-05-05,1.3365
2015-05-06,1.2995
2015-05-07,1.3170
2015-05-08,1.3465
2015-05-11,1.3435
2015-05-12,1.3550
2015-05-13,1.3540
2015-05-14,1.3750
2015-05-15,1.3825
2015-05-18,1.4315
2015-05-19,1.3985
2015-05-20,1.3600
2015-05-21,1.2845
2015-05-22,1.2695
2015-05-26,1.2405
2015-05-27,1.2450
2015-05-28,1.2515
2015-05-29,1.2615
2015-06-01,1.2980
2015-06-02,1.3270
2015-06-03,1.3430
2015-06-04,1.3570
2015-06-05,1.3510
2015-06-08,1.3655
2015-06-09,1.3735
2015-06-10,1.3645
2015-06-11,1.3200
2015-06-12,1.3205
2015-06-15,1.2780
2015-06-16,1.2935
2015-06-17,1.2665
2015-06-18,1.2870
2015-06-19,1.2715
2015-06-22,1.3035
2015-06-23,1.2770
2015-06-24,1.3330
2015-06-25,1.3370
2015-06-26,1.3240
2015-06-29,1.3176
2015-06-30,1.3205
2015-07-01,1.2700
2015-07-02,1.2740
2015-07-06,1.2515
2015-07-07,1.2470
2015-07-08,1.2495
2015-07-09,1.2525
2015-07-10,1.2625
2015-07-13,1.2880
2015-07-14,1.3200
2015-07-15,1.2975
2015-07-16,1.2885
2015-07-17,1.2840
2015-07-20,1.2745
2015-07-21,1.2595
2015-07-22,1.2505
2015-07-23,1.2155
2015-07-24,1.2225
2015-07-27,1.2040
2015-07-28,1.2025
2015-07-29,1.2215
2015-07-30,1.2490
2015-07-31,1.2525
2015-08-03,1.2395
2015-08-04,1.2490
2015-08-05,1.2590
2015-08-06,1.2425
2015-08-07,1.2780
2015-08-10,1.3350
2015-08-11,1.3720
2015-08-12,1.3185
2015-08-13,1.3705
2015-08-14,1.3750
2015-08-17,1.3475
2015-08-18,1.3530
2015-08-19,1.3115
2015-08-20,1.2765
2015-08-21,1.2190
2015-08-24,1.1750
2015-08-25,1.1705
2015-08-26,1.1940
2015-08-27,1.2245
2015-08-28,1.2261
2015-08-31,1.2355
2015-09-01,1.2080
2015-09-02,1.1835
2015-09-03,1.1955
2015-09-04,1.1915
2015-09-08,1.2100
2015-09-09,1.2110
2015-09-10,1.1640
2015-09-11,1.1655
2015-09-14,1.2020
2015-09-15,1.1870
2015-09-16,1.1810
2015-09-17,1.1855
2015-09-18,1.1835
2015-09-21,1.1725
2015-09-22,1.1545
2015-09-23,1.1620
2015-09-24,1.1830
2015-09-25,1.2270
2015-09-28,1.1915
2015-09-29,1.2085
2015-09-30,1.2135
2015-10-01,1.2075
2015-10-02,1.2430
2015-10-05,1.2755
2015-10-06,1.2810
2015-10-07,1.2605
2015-10-08,1.2845
2015-10-09,1.3160
2015-10-12,1.3450
2015-10-13,1.3435
2015-10-14,1.3465
2015-10-15,1.3370
2015-10-16,1.2585
2015-10-19,1.2390
2015-10-20,1.2475
2015-10-21,1.2100
2015-10-22,1.1985
2015-10-23,1.1845
2015-10-26,1.1730
2015-10-27,1.1730
2015-10-28,1.1910
2015-10-29,1.2030
2015-10-30,1.2095
2015-11-02,1.1880
2015-11-03,1.2025
2015-11-04,1.2050
2015-11-05,1.2090
2015-11-06,1.1775
2015-11-09,1.1775
2015-11-10,1.1630
2015-11-11,1.1680
2015-11-12,1.1530
2015-11-13,1.1215
2015-11-16,1.1435
2015-11-17,1.1425
2015-11-18,1.1275
2015-11-19,1.1990
2015-11-20,1.2190
2015-11-23,1.1995
2015-11-24,1.2286
2015-11-25,1.2396
2015-11-27,1.2256
2015-11-30,1.1910
2015-12-01,1.1990
2015-12-02,1.2045
2015-12-03,1.2485
2015-12-04,1.2695
2015-12-07,1.2605
2015-12-08,1.2520
2015-12-09,1.2680
2015-12-10,1.2635
2015-12-11,1.2120
2015-12-14,1.1990
2015-12-15,1.1990
2015-12-16,1.1925
2015-12-17,1.1830
2015-12-18,1.1900
2015-12-21,1.1750
2015-12-22,1.1915
2015-12-23,1.2095
2015-12-24,1.1970
2015-12-28,1.1915
2015-12-29,1.2145
2015-12-30,1.2365
2015-12-31,1.2670
2016-01-04,1.2390
2016-01-05,1.2300
2016-01-06,1.1995
2016-01-07,1.1845
2016-01-08,1.1900
2016-01-11,1.1445
2016-01-12,1.1435
2016-01-13,1.1480
2016-01-14,1.1590
2016-01-15,1.1490
2016-01-19,1.1565
2016-01-20,1.1160
2016-01-21,1.1440
2016-01-22,1.1600
2016-01-25,1.1645
2016-01-26,1.1670
2016-01-27,1.1820
2016-01-28,1.1915
2016-01-29,1.1635
2016-02-01,1.1775
2016-02-02,1.1985
2016-02-03,1.2155
2016-02-04,1.2320
2016-02-05,1.2040
2016-02-08,1.1575
2016-02-09,1.1475
2016-02-10,1.1475
2016-02-11,1.1300
2016-02-12,1.1555
2016-02-16,1.1490
2016-02-17,1.1455
2016-02-18,1.1415
2016-02-19,1.1575
2016-02-22,1.1985
2016-02-23,1.1780
2016-02-24,1.1544
2016-02-25,1.1525
2016-02-26,1.1432
2016-02-29,1.1457
2016-03-01,1.1475
2016-03-02,1.1555
2016-03-03,1.1785
2016-03-04,1.2105
2016-03-07,1.2090
2016-03-08,1.2170
2016-03-09,1.2235
2016-03-10,1.2215
2016-03-11,1.2580
2016-03-14,1.2720
2016-03-15,1.2570
2016-03-16,1.2905
2016-03-17,1.3255
2016-03-18,1.3430
2016-03-21,1.3155
2016-03-22,1.3465
2016-03-23,1.3110
2016-03-24,1.2755
2016-03-28,1.2855
2016-03-29,1.2745
2016-03-30,1.2700
2016-03-31,1.2745
2016-04-01,1.2725
2016-04-04,1.2280
2016-04-05,1.2090
2016-04-06,1.2150
2016-04-07,1.1980
2016-04-08,1.2045
2016-04-11,1.2335
2016-04-12,1.2460
2016-04-13,1.2175
2016-04-14,1.2315
2016-04-15,1.2295
2016-04-18,1.2400
2016-04-19,1.2585
2016-04-20,1.2715
2016-04-21,1.2355
2016-04-22,1.2275
2016-04-25,1.2310
2016-04-26,1.2535
2016-04-27,1.2123
2016-04-28,1.2073
2016-04-29,1.2137
2016-05-02,1.1965
2016-05-03,1.1925
2016-05-04,1.1970
2016-05-05,1.2150
2016-05-06,1.2450
2016-05-09,1.2645
2016-05-10,1.2875
2016-05-11,1.2975
2016-05-12,1.3005
2016-05-13,1.3010
2016-05-16,1.3360
2016-05-17,1.3270
2016-05-18,1.3010
2016-05-19,1.2395
2016-05-20,1.2470
2016-05-23,1.2215
2016-05-24,1.2180
2016-05-25,1.2140
2016-05-26,1.2150
2016-05-27,1.2130
2016-05-31,1.2155
2016-06-01,1.2190
2016-06-02,1.2300
2016-06-03,1.2710
2016-06-06,1.3170
2016-06-07,1.3220
2016-06-08,1.3965
2016-06-09,1.3395
2016-06-10,1.3695
2016-06-13,1.3730
2016-06-14,1.3510
2016-06-15,1.3820
2016-06-16,1.3950
2016-06-17,1.4075
2016-06-20,1.3950
2016-06-21,1.3850
2016-06-22,1.3695
2016-06-23,1.3925
2016-06-24,1.3435
2016-06-27,1.3481
2016-06-28,1.3958
2016-06-29,1.4381
2016-06-30,1.4534
2016-07-01,1.4640
2016-07-05,1.4555
2016-07-06,1.4330
2016-07-07,1.4180
2016-07-08,1.4410
2016-07-11,1.4930
2016-07-12,1.4740
2016-07-13,1.4765
2016-07-14,1.5215
2016-07-15,1.4755
2016-07-18,1.4945
2016-07-19,1.4655
2016-07-20,1.4700
2016-07-21,1.4685
2016-07-22,1.4190
2016-07-25,1.4110
2016-07-26,1.4160
2016-07-27,1.4120
2016-07-28,1.4215
2016-07-29,1.4620
2016-08-01,1.4345
2016-08-02,1.4125
2016-08-03,1.4040
2016-08-04,1.4210
2016-08-05,1.4250
2016-08-08,1.4110
2016-08-09,1.4110
2016-08-10,1.3865
2016-08-11,1.3770
2016-08-12,1.3685
2016-08-15,1.3695
2016-08-16,1.3740
2016-08-17,1.3505
2016-08-18,1.3815
2016-08-19,1.3880
2016-08-22,1.4410
2016-08-23,1.4530
2016-08-24,1.4215
2016-08-25,1.4350
2016-08-26,1.4409
2016-08-29,1.4444
2016-08-30,1.4553
2016-08-31,1.4682
2016-09-01,1.5140
2016-09-02,1.5140
2016-09-06,1.5375
2016-09-07,1.5510
2016-09-08,1.5490
2016-09-09,1.5115
2016-09-12,1.5090
2016-09-13,1.4840
2016-09-14,1.4890
2016-09-15,1.4890
2016-09-16,1.4840
2016-09-19,1.5280
2016-09-20,1.5680
2016-09-21,1.5655
2016-09-22,1.5525
2016-09-23,1.5140
2016-09-26,1.5355
2016-09-27,1.5370
2016-09-28,1.5310
2016-09-29,1.5015
2016-09-30,1.5155
2016-10-03,1.4755
2016-10-04,1.4745
2016-10-05,1.4820
2016-10-06,1.4640
2016-10-07,1.4800
2016-10-10,1.5285
2016-10-11,1.5080
2016-10-12,1.5210
2016-10-13,1.5270
2016-10-14,1.5540
2016-10-17,1.5710
2016-10-18,1.5875
2016-10-19,1.5785
2016-10-20,1.5590
2016-10-21,1.5610
2016-10-24,1.5790
2016-10-25,1.6450
2016-10-26,1.6370
2016-10-27,1.6480
2016-10-28,1.6550
2016-10-31,1.6415
2016-11-01,1.6145
2016-11-02,1.6290
2016-11-03,1.6565
2016-11-04,1.7135
2016-11-07,1.7435
2016-11-08,1.6750
2016-11-09,1.7010
2016-11-10,1.6185
2016-11-11,1.5945
2016-11-14,1.6180
2016-11-15,1.6180
2016-11-16,1.6125
2016-11-17,1.5930
2016-11-18,1.5785
2016-11-21,1.5865
2016-11-22,1.5725
2016-11-23,1.5465
2016-11-25,1.5292
2016-11-28,1.5446
2016-11-29,1.5179
2016-11-30,1.4998
2016-12-01,1.4490
2016-12-02,1.4580
2016-12-05,1.4450
2016-12-06,1.4200
2016-12-07,1.4170
2016-12-08,1.4140
2016-12-09,1.3935
2016-12-12,1.4200
2016-12-13,1.4285
2016-12-14,1.4415
2016-12-15,1.4220
2016-12-16,1.4245
2016-12-19,1.4425
2016-12-20,1.4385
2016-12-21,1.4455
2016-12-22,1.3910
2016-12-23,1.3615
2016-12-27,1.3420
2016-12-28,1.3350
2016-12-29,1.3545
2016-12-30,1.3705
2017-01-03,1.3740
2017-01-04,1.4180
2017-01-05,1.4375
2017-01-06,1.4285
2017-01-09,1.4420
2017-01-10,1.4770
2017-01-11,1.4900
2017-01-12,1.4960
2017-01-13,1.4930
2017-01-17,1.4990
2017-01-18,1.4920
2017-01-19,1.5075
2017-01-20,1.5320
2017-01-23,1.5540
2017-01-24,1.5235
2017-01-25,1.5290
2017-01-26,1.5145
2017-01-27,1.5240
2017-01-30,1.5115
2017-01-31,1.4955
2017-02-01,1.5015
2017-02-02,1.4595
2017-02-03,1.4625
2017-02-06,1.4420
2017-02-07,1.4260
2017-02-08,1.4290
2017-02-09,1.4520
2017-02-10,1.4575
2017-02-13,1.4425
2017-02-14,1.4365
2017-02-15,1.4450
2017-02-16,1.4630
2017-02-17,1.4780
2017-02-21,1.5035
2017-02-22,1.4920
2017-02-23,1.4827
2017-02-24,1.4514
2017-02-27,1.4030
2017-02-28,1.4222
2017-03-01,1.4480
2017-03-02,1.4435
2017-03-03,1.4330
2017-03-06,1.4145
2017-03-07,1.4070
2017-03-08,1.4175
2017-03-09,1.4045
2017-03-10,1.4135
2017-03-13,1.4235
2017-03-14,1.4125
2017-03-15,1.4090
2017-03-16,1.4145
2017-03-17,1.4205
2017-03-20,1.4525
2017-03-21,1.4475
2017-03-22,1.4170
2017-03-23,1.4050
2017-03-24,1.3760
2017-03-27,1.3920
2017-03-28,1.3885
2017-03-29,1.3930
2017-03-30,1.3930
2017-03-31,1.3930
2017-04-03,1.3785
2017-04-04,1.3775
2017-04-05,1.3730
2017-04-06,1.3775
2017-04-07,1.4005
2017-04-10,1.3985
2017-04-11,1.4020
2017-04-12,1.3830
2017-04-13,1.3890
2017-04-17,1.4110
2017-04-18,1.4290
2017-04-19,1.3800
2017-04-20,1.3165
2017-04-21,1.2985
2017-04-24,1.2950
2017-04-25,1.3040
2017-04-26,1.2917
2017-04-27,1.2854
2017-04-28,1.3293
2017-05-01,1.3585
2017-05-02,1.3625
2017-05-03,1.3745
2017-05-04,1.3495
2017-05-05,1.3570
2017-05-08,1.3690
2017-05-09,1.3515
2017-05-10,1.3665
2017-05-11,1.3425
2017-05-12,1.3495
2017-05-15,1.3345
2017-05-16,1.3145
2017-05-17,1.3440
2017-05-18,1.2965
2017-05-19,1.3210
2017-05-22,1.3060
2017-05-23,1.3025
2017-05-24,1.2855
2017-05-25,1.2930
2017-05-26,1.3120
2017-05-30,1.3210
2017-05-31,1.2935
2017-06-01,1.2770
2017-06-02,1.2555
2017-06-05,1.2845
2017-06-06,1.2555
2017-06-07,1.2575
2017-06-08,1.2635
2017-06-09,1.2655
2017-06-12,1.2760
2017-06-13,1.2640
2017-06-14,1.2555
2017-06-15,1.2580
2017-06-16,1.2355
2017-06-19,1.2420
2017-06-20,1.2195
2017-06-21,1.1935
2017-06-22,1.1345
2017-06-23,1.1995
2017-06-26,1.2195
2017-06-27,1.2326
2017-06-28,1.2341
2017-06-29,1.2571
2017-06-30,1.2537
2017-07-03,1.2770
2017-07-05,1.3000
2017-07-06,1.2910
2017-07-07,1.2890
2017-07-10,1.2860
2017-07-11,1.2690
2017-07-12,1.2760
2017-07-13,1.3120
2017-07-14,1.3370
2017-07-17,1.3355
2017-07-18,1.3490
2017-07-19,1.3580
2017-07-20,1.3500
2017-07-21,1.3655
2017-07-24,1.3255
2017-07-25,1.3060
2017-07-26,1.3480
2017-07-27,1.3595
2017-07-28,1.3785
2017-07-31,1.3925
2017-08-01,1.3785
2017-08-02,1.4035
2017-08-03,1.4020
2017-08-04,1.4015
2017-08-07,1.4205
2017-08-08,1.4275
2017-08-09,1.4265
2017-08-10,1.3850
2017-08-11,1.4030
2017-08-14,1.3695
2017-08-15,1.3200
2017-08-16,1.3095
2017-08-17,1.2845
2017-08-18,1.2805
2017-08-21,1.2640
2017-08-22,1.2585
2017-08-23,1.2625
2017-08-24,1.2670
2017-08-25,1.3020
2017-08-28,1.3019
2017-08-29,1.2784
2017-08-30,1.2770
2017-08-31,1.2911
2017-09-01,1.2905
2017-09-04,1.2905
2017-09-05,1.2785
2017-09-06,1.2790
2017-09-07,1.2915
2017-09-08,1.3065
2017-09-11,1.3185
2017-09-12,1.3505
2017-09-13,1.3785
2017-09-14,1.3765
2017-09-15,1.4140
2017-09-18,1.4035
2017-09-19,1.3535
2017-09-20,1.3655
2017-09-21,1.3500
2017-09-22,1.3445
2017-09-25,1.3155
2017-09-26,1.3225
2017-09-27,1.2935
2017-09-28,1.2850
2017-09-29,1.2805
2017-10-02,1.2720
2017-10-03,1.2545
2017-10-04,1.2515
2017-10-05,1.2720
2017-10-06,1.3000
2017-10-09,1.3095
2017-10-10,1.3100
2017-10-11,1.2680
2017-10-12,1.2635
2017-10-13,1.2645
2017-10-16,1.2375
2017-10-17,1.2415
2017-10-18,1.2430
2017-10-19,1.2685
2017-10-20,1.2525
2017-10-23,1.2435
2017-10-24,1.2320
2017-10-25,1.2410
2017-10-26,1.2455
2017-10-27,1.2660
2017-10-30,1.2590
2017-10-31,1.2510
2017-11-01,1.2295
2017-11-02,1.2640
2017-11-03,1.2395
2017-11-06,1.2555
2017-11-07,1.2470
2017-11-08,1.2575
2017-11-09,1.2640
2017-11-10,1.2755
2017-11-13,1.2760
2017-11-14,1.2705
2017-11-15,1.2675
2017-11-16,1.2670
2017-11-17,1.2380
2017-11-20,1.2290
2017-11-21,1.2385
2017-11-22,1.2455
2017-11-24,1.2480
2017-11-27,1.2608
2017-11-28,1.2841
2017-11-29,1.3116
2017-11-30,1.2806
2017-12-01,1.2955
2017-12-04,1.2850
2017-12-05,1.2740
2017-12-06,1.2610
2017-12-07,1.2290
2017-12-08,1.2260
2017-12-11,1.2000
2017-12-12,1.1845
2017-12-13,1.2010
2017-12-14,1.2030
2017-12-15,1.2075
2017-12-18,1.2190
2017-12-19,1.2175
2017-12-20,1.2315
2017-12-21,1.2225
2017-12-22,1.2040
2017-12-26,1.2220
2017-12-27,1.2450
2017-12-28,1.2480
2017-12-29,1.2620
2018-01-02,1.3020
2018-01-03,1.2860
2018-01-04,1.2955
2018-01-05,1.2845
2018-01-08,1.2515
2018-01-09,1.2515
2018-01-10,1.2395
2018-01-11,1.2280
2018-01-12,1.2225
2018-01-16,1.2045
2018-01-17,1.2310
2018-01-18,1.2110
2018-01-19,1.2125
2018-01-22,1.2255
2018-01-23,1.2095
2018-01-24,1.2250
2018-01-25,1.2365
2018-01-26,1.2515
2018-01-29,1.2495
2018-01-30,1.2230
2018-01-31,1.2185
2018-02-01,1.2140
2018-02-02,1.2040
2018-02-05,1.1980
2018-02-06,1.2285
2018-02-07,1.2330
2018-02-08,1.2285
2018-02-09,1.2185
2018-02-12,1.2140
2018-02-13,1.2275
2018-02-14,1.2280
2018-02-15,1.2175
2018-02-16,1.1795
2018-02-20,1.1820
2018-02-21,1.1695
2018-02-22,1.1960
2018-02-23,1.1976
2018-02-26,1.2106
2018-02-27,1.2064
2018-02-28,1.2181
2018-03-01,1.2395
2018-03-02,1.2220
2018-03-05,1.2110
2018-03-06,1.2125
2018-03-07,1.2075
2018-03-08,1.2030
2018-03-09,1.2015
2018-03-12,1.1945
2018-03-13,1.2155
2018-03-14,1.2105
2018-03-15,1.1875
2018-03-16,1.1805
2018-03-19,1.1935
2018-03-20,1.1895
2018-03-21,1.1885
2018-03-22,1.1900
2018-03-23,1.1720
2018-03-26,1.1815
2018-03-27,1.1895
2018-03-28,1.1775
2018-03-29,1.1815
2018-04-02,1.1640
2018-04-03,1.1660
2018-04-04,1.1690
2018-04-05,1.1755
2018-04-06,1.1745
2018-04-09,1.1865
2018-04-10,1.1760
2018-04-11,1.1815
2018-04-12,1.1790
2018-04-13,1.1730
2018-04-16,1.1425
2018-04-17,1.1355
2018-04-18,1.1490
2018-04-19,1.1425
2018-04-20,1.1575
2018-04-23,1.1700
2018-04-24,1.1850
2018-04-25,1.1724
2018-04-26,1.1842
2018-04-27,1.2158
2018-04-30,1.2237
2018-05-01,1.2480
2018-05-02,1.2375
2018-05-03,1.2435
2018-05-04,1.2260
2018-05-07,1.2075
2018-05-08,1.1960
2018-05-09,1.1875
2018-05-10,1.1955
2018-05-11,1.1940
2018-05-14,1.1760
2018-05-15,1.1695
2018-05-16,1.1730
2018-05-17,1.1790
2018-05-18,1.1800
2018-05-21,1.2020
2018-05-22,1.2085
2018-05-23,1.1935
2018-05-24,1.2055
2018-05-25,1.2040
2018-05-29,1.2025
2018-05-30,1.2030
2018-05-31,1.2370
2018-06-01,1.2275
2018-06-04,1.2150
2018-06-05,1.1945
2018-06-06,1.1825
2018-06-07,1.1570
2018-06-08,1.1725
2018-06-11,1.1710
2018-06-12,1.1735
2018-06-13,1.1635
2018-06-14,1.1570
2018-06-15,1.1520
2018-06-18,1.1445
2018-06-19,1.1410
2018-06-20,1.1365
2018-06-21,1.1260
2018-06-22,1.1385
2018-06-25,1.1415
2018-06-26,1.1538
2018-06-27,1.1556
2018-06-28,1.1431
2018-06-29,1.1438
2018-07-02,1.1165
2018-07-03,1.1190
2018-07-05,1.0915
2018-07-06,1.1410
2018-07-09,1.1505
2018-07-10,1.1480
2018-07-11,1.1205
2018-07-12,1.1155
2018-07-13,1.0990
2018-07-16,1.1030
2018-07-17,1.0925
2018-07-18,1.0815
2018-07-19,1.0880
2018-07-20,1.1065
2018-07-23,1.1165
2018-07-24,1.1095
2018-07-25,1.1100
2018-07-26,1.0955
2018-07-27,1.1045
2018-07-30,1.1140
2018-07-31,1.0990
2018-08-01,1.0805
2018-08-02,1.0670
2018-08-03,1.0775
2018-08-06,1.0875
2018-08-07,1.0905
2018-08-08,1.0785
2018-08-09,1.0765
2018-08-10,1.0700
2018-08-13,1.0625
2018-08-14,1.0505
2018-08-15,1.0240
2018-08-16,1.0170
2018-08-17,1.0120
2018-08-20,0.9725
2018-08-21,0.9795
2018-08-22,0.9640
2018-08-23,0.9720
2018-08-24,1.0055
2018-08-27,1.0185
2018-08-28,1.0001
2018-08-29,1.0035
2018-08-30,1.0117
2018-08-31,1.0106
2018-09-04,1.0145
2018-09-05,1.0380
2018-09-06,1.0220
2018-09-07,1.0245
2018-09-10,1.0125
2018-09-11,1.0045
2018-09-12,1.0210
2018-09-13,1.0065
2018-09-14,0.9970
2018-09-17,0.9730
2018-09-18,0.9585
2018-09-19,0.9670
2018-09-20,0.9975
2018-09-21,0.9990
2018-09-24,0.9850
2018-09-25,0.9710
2018-09-26,0.9775
2018-09-27,0.9930
2018-09-28,1.0245
2018-10-01,1.0220
2018-10-02,1.0765
2018-10-03,1.0660
2018-10-04,1.0695
2018-10-05,1.0895
2018-10-08,1.1185
2018-10-09,1.1315
2018-10-10,1.1190
2018-10-11,1.1290
2018-10-12,1.1655
2018-10-15,1.1935
2018-10-16,1.1765
2018-10-17,1.2255
2018-10-18,1.2205
2018-10-19,1.2210
2018-10-22,1.1765
2018-10-23,1.2110
2018-10-24,1.2025
2018-10-25,1.2115
2018-10-26,1.1965
2018-10-29,1.1425
2018-10-30,1.1240
2018-10-31,1.1270
2018-11-01,1.1780
2018-11-02,1.2005
2018-11-05,1.1710
2018-11-06,1.1325
2018-11-07,1.1560
2018-11-08,1.1665
2018-11-09,1.1385
2018-11-12,1.1015
2018-11-13,1.0920
2018-11-14,1.1265
2018-11-15,1.1005
2018-11-16,1.1260
2018-11-19,1.1235
2018-11-20,1.1065
2018-11-21,1.1030
2018-11-23,1.0715
2018-11-26,1.0700
2018-11-27,1.1026
2018-11-28,1.1162
2018-11-29,1.1078
2018-11-30,1.0669
2018-12-03,1.0780
2018-12-04,1.0690
2018-12-05,1.0595
2018-12-06,1.0595
2018-12-07,1.0410
2018-12-10,1.0515
2018-12-11,1.0235
2018-12-12,1.0305
2018-12-13,1.0410
2018-12-14,1.0225
2018-12-17,1.0010
2018-12-18,0.9940
2018-12-19,1.0085
2018-12-20,1.0250
2018-12-21,0.9970
2018-12-24,1.0220
2018-12-26,1.0390
2018-12-27,1.0175
2018-12-28,1.0095
2018-12-31,1.0185
2019-01-02,0.9950
2019-01-03,1.0215
2019-01-04,1.0160
2019-01-07,1.0275
2019-01-08,1.0505
2019-01-09,1.0530
2019-01-10,1.0425
2019-01-11,1.0385
2019-01-14,1.0275
2019-01-15,1.0130
2019-01-16,1.0240
2019-01-17,1.0240
2019-01-18,1.0495
2019-01-22,1.0335
2019-01-23,1.0340
2019-01-24,1.0530
2019-01-25,1.0680
2019-01-28,1.0265
2019-01-29,1.0260
2019-01-30,1.0210
2019-01-31,1.0590
2019-02-01,1.0370
2019-02-04,1.0560
2019-02-05,1.0485
2019-02-06,1.0550
2019-02-07,1.0430
2019-02-08,1.0260
2019-02-11,1.0020
2019-02-12,1.0045
2019-02-13,0.9890
2019-02-14,0.9785
2019-02-15,0.9795
2019-02-19,0.9720
2019-02-20,0.9755
2019-02-21,0.9610
2019-02-22,0.9645
2019-02-25,0.9709
2019-02-26,0.9485
2019-02-27,0.9765
2019-02-28,0.9780
2019-03-01,1.0020
2019-03-04,0.9735
2019-03-05,0.9965
2019-03-06,0.9870
2019-03-07,0.9685
2019-03-08,0.9850
2019-03-11,0.9720
2019-03-12,0.9600
2019-03-13,0.9765
2019-03-14,0.9715
2019-03-15,0.9780
2019-03-18,0.9685
2019-03-19,0.9665
2019-03-20,0.9475
2019-03-21,0.9480
2019-03-22,0.9390
2019-03-25,0.9425
