date, value
2009-12-22,1.4245
2009-12-23,1.4265
2009-12-24,1.3930
2009-12-28,1.3695
2009-12-29,1.3635
2009-12-30,1.3665
2009-12-31,1.3595
2010-01-04,1.4185
2010-01-05,1.4100
2010-01-06,1.4160
2010-01-07,1.4190
2010-01-08,1.4535
2010-01-11,1.4370
2010-01-12,1.4310
2010-01-13,1.4515
2010-01-14,1.4435
2010-01-15,1.4075
2010-01-19,1.4090
2010-01-20,1.3920
2010-01-21,1.3870
2010-01-22,1.3960
2010-01-25,1.3940
2010-01-26,1.3825
2010-01-27,1.3355
2010-01-28,1.3295
2010-01-29,1.3170
2010-02-01,1.3255
2010-02-02,1.3505
2010-02-03,1.3300
2010-02-04,1.3155
2010-02-05,1.2880
2010-02-08,1.3065
2010-02-09,1.3040
2010-02-10,1.3220
2010-02-11,1.3220
2010-02-12,1.3275
2010-02-16,1.3345
2010-02-17,1.3225
2010-02-18,1.3410
2010-02-19,1.3475
2010-02-22,1.2985
2010-02-23,1.3073
2010-02-24,1.3141
2010-02-25,1.2896
2010-02-26,1.3077
2010-03-01,1.3175
2010-03-02,1.3230
2010-03-03,1.3210
2010-03-04,1.3020
2010-03-05,1.3040
2010-03-08,1.3110
2010-03-09,1.3275
2010-03-10,1.3275
2010-03-11,1.3375
2010-03-12,1.3250
2010-03-15,1.3105
2010-03-16,1.3275
2010-03-17,1.3360
2010-03-18,1.3555
2010-03-19,1.3250
2010-03-22,1.3300
2010-03-23,1.3475
2010-03-24,1.3430
2010-03-25,1.3700
2010-03-26,1.3585
2010-03-29,1.3815
2010-03-30,1.3895
2010-03-31,1.3615
2010-04-01,1.3740
2010-04-05,1.3965
2010-04-06,1.3920
2010-04-07,1.3755
2010-04-08,1.3470
2010-04-09,1.3270
2010-04-12,1.3355
2010-04-13,1.3220
2010-04-14,1.3185
2010-04-15,1.3175
2010-04-16,1.2910
2010-04-19,1.2900
2010-04-20,1.2915
2010-04-21,1.2970
2010-04-22,1.3110
2010-04-23,1.3180
2010-04-26,1.3255
2010-04-27,1.3081
2010-04-28,1.3387
2010-04-29,1.3456
2010-04-30,1.3528
2010-05-03,1.3855
2010-05-04,1.3750
2010-05-05,1.3730
2010-05-06,1.3320
2010-05-07,1.3390
2010-05-10,1.3415
2010-05-11,1.3615
2010-05-12,1.3685
2010-05-13,1.3710
2010-05-14,1.3430
2010-05-17,1.3255
2010-05-18,1.3425
2010-05-19,1.3250
2010-05-20,1.3165
2010-05-21,1.3240
2010-05-24,1.3225
2010-05-25,1.3275
2010-05-26,1.3370
2010-05-27,1.3475
2010-05-28,1.3425
2010-06-01,1.3655
2010-06-02,1.3540
2010-06-03,1.3560
2010-06-04,1.3375
2010-06-07,1.3310
2010-06-08,1.3355
2010-06-09,1.3445
2010-06-10,1.3700
2010-06-11,1.4495
2010-06-14,1.5095
2010-06-15,1.5935
2010-06-16,1.5875
2010-06-17,1.5635
2010-06-18,1.6025
2010-06-21,1.5895
2010-06-22,1.5910
2010-06-23,1.5860
2010-06-24,1.6675
2010-06-25,1.6738
2010-06-28,1.6702
2010-06-29,1.6249
2010-06-30,1.6552
2010-07-01,1.6825
2010-07-02,1.6430
2010-07-06,1.5765
2010-07-07,1.6305
2010-07-08,1.6210
2010-07-09,1.6385
2010-07-12,1.6355
2010-07-13,1.6565
2010-07-14,1.6490
2010-07-15,1.6710
2010-07-16,1.6705
2010-07-19,1.6380
2010-07-20,1.5855
2010-07-21,1.5730
2010-07-22,1.6170
2010-07-23,1.6600
2010-07-26,1.6560
2010-07-27,1.6375
2010-07-28,1.6740
2010-07-29,1.7305
2010-07-30,1.7630
2010-08-02,1.7250
2010-08-03,1.6665
2010-08-04,1.6975
2010-08-05,1.6985
2010-08-06,1.6740
2010-08-09,1.6960
2010-08-10,1.6965
2010-08-11,1.7060
2010-08-12,1.7555
2010-08-13,1.7550
2010-08-16,1.7870
2010-08-17,1.7550
2010-08-18,1.7515
2010-08-19,1.7730
2010-08-20,1.8155
2010-08-23,1.8150
2010-08-24,1.6685
2010-08-25,1.6410
2010-08-26,1.7044
2010-08-27,1.7777
2010-08-30,1.8066
2010-08-31,1.7812
2010-09-01,1.8235
2010-09-02,1.8485
2010-09-03,1.8695
2010-09-07,1.9230
2010-09-08,1.9455
2010-09-09,1.9070
2010-09-10,1.8980
2010-09-13,1.8915
2010-09-14,1.9530
2010-09-15,1.9415
2010-09-16,1.9180
2010-09-17,1.8930
2010-09-20,1.8195
2010-09-21,1.8290
2010-09-22,1.7995
2010-09-23,1.8165
2010-09-24,1.8060
2010-09-27,1.8225
2010-09-28,1.8895
2010-09-29,1.8575
2010-09-30,1.8305
2010-10-01,1.8110
2010-10-04,1.7250
2010-10-05,1.7700
2010-10-06,1.7555
2010-10-07,1.7345
2010-10-08,1.8215
2010-10-11,1.7865
2010-10-12,1.8570
2010-10-13,1.8615
2010-10-14,1.8760
2010-10-15,1.8640
2010-10-18,1.8560
2010-10-19,1.9090
2010-10-20,1.9675
2010-10-21,2.0100
2010-10-22,1.9885
2010-10-25,2.0050
2010-10-26,2.0175
2010-10-27,2.0030
2010-10-28,1.9660
2010-10-29,2.0345
2010-11-01,1.9770
2010-11-02,1.9940
2010-11-03,1.9615
2010-11-04,2.0580
2010-11-05,2.0515
2010-11-08,2.0810
2010-11-09,2.1705
2010-11-10,2.1225
2010-11-11,2.0665
2010-11-12,2.0045
2010-11-15,2.0445
2010-11-16,1.9780
2010-11-17,1.9945
2010-11-18,2.0865
2010-11-19,2.0985
2010-11-22,2.0615
2010-11-23,2.1035
2010-11-24,2.0721
2010-11-26,2.0237
2010-11-29,2.0255
2010-11-30,2.0115
2010-12-01,2.0355
2010-12-02,2.0370
2010-12-03,2.0480
2010-12-06,2.0895
2010-12-07,2.0790
2010-12-08,2.0465
2010-12-09,2.0455
2010-12-10,2.0960
2010-12-13,2.1755
2010-12-14,2.1670
2010-12-15,2.1750
2010-12-16,2.1655
2010-12-17,2.2530
2010-12-20,2.2465
2010-12-21,2.3385
2010-12-22,2.3020
2010-12-23,2.3590
2010-12-27,2.3745
2010-12-28,2.3930
2010-12-29,2.3965
2010-12-30,2.3630
2010-12-31,2.4050
2011-01-04,2.3495
2011-01-05,2.3300
2011-01-06,2.3300
2011-01-07,2.3070
2011-01-10,2.3125
2011-01-11,2.3470
2011-01-12,2.4060
2011-01-13,2.3750
2011-01-14,2.3460
2011-01-18,2.3535
2011-01-19,2.3250
2011-01-20,2.3180
2011-01-21,2.4040
2011-01-24,2.3730
2011-01-25,2.3125
2011-01-26,2.3750
2011-01-27,2.3695
2011-01-28,2.4500
2011-01-31,2.4480
2011-02-01,2.4940
2011-02-02,2.5040
2011-02-03,2.5135
2011-02-04,2.4930
2011-02-07,2.4975
2011-02-08,2.4760
2011-02-09,2.5360
2011-02-10,2.5560
2011-02-11,2.5195
2011-02-14,2.5865
2011-02-15,2.5805
2011-02-16,2.5865
2011-02-17,2.6735
2011-02-18,2.7165
2011-02-22,2.7360
2011-02-23,2.6889
2011-02-24,2.6438
2011-02-25,2.6776
2011-02-28,2.7170
2011-03-01,2.6930
2011-03-02,2.6955
2011-03-03,2.7475
2011-03-04,2.7280
2011-03-07,2.8115
2011-03-08,2.8720
2011-03-09,2.9485
2011-03-10,2.8055
2011-03-11,2.7440
2011-03-14,2.7330
2011-03-15,2.6295
2011-03-16,2.6535
2011-03-17,2.7090
2011-03-18,2.7620
2011-03-21,2.7700
2011-03-22,2.7345
2011-03-23,2.6860
2011-03-24,2.6580
2011-03-25,2.6860
2011-03-28,2.6395
2011-03-29,2.6145
2011-03-30,2.6480
2011-03-31,2.6415
2011-04-01,2.5990
2011-04-04,2.5605
2011-04-05,2.6825
2011-04-06,2.6515
2011-04-07,2.7280
2011-04-08,2.7495
2011-04-11,2.7460
2011-04-12,2.7380
2011-04-13,2.8070
2011-04-14,2.8240
2011-04-15,2.8810
2011-04-18,2.8445
2011-04-19,2.9120
2011-04-20,2.9440
2011-04-21,2.9130
2011-04-25,2.8790
2011-04-26,2.9522
2011-04-27,2.9589
2011-04-28,2.9896
2011-04-29,2.9975
2011-05-02,3.0510
2011-05-03,3.0615
2011-05-04,2.9450
2011-05-05,2.8825
2011-05-06,2.8755
2011-05-09,2.8740
2011-05-10,2.8260
2011-05-11,2.7315
2011-05-12,2.7495
2011-05-13,2.6940
2011-05-16,2.6410
2011-05-17,2.6610
2011-05-18,2.7005
2011-05-19,2.6370
2011-05-20,2.5915
2011-05-23,2.6255
2011-05-24,2.6120
2011-05-25,2.6485
2011-05-26,2.6560
2011-05-27,2.6370
2011-05-31,2.6460
2011-06-01,2.5595
2011-06-02,2.6125
2011-06-03,2.7095
2011-06-06,2.6050
2011-06-07,2.6300
2011-06-08,2.6385
2011-06-09,2.6680
2011-06-10,2.6495
2011-06-13,2.6745
2011-06-14,2.6925
2011-06-15,2.6265
2011-06-16,2.5790
2011-06-17,2.4955
2011-06-20,2.4360
2011-06-21,2.4350
2011-06-22,2.4375
2011-06-23,2.4770
2011-06-24,2.4900
2011-06-27,2.5033
2011-06-28,2.5830
2011-06-29,2.6052
2011-06-30,2.6555
2011-07-01,2.6365
2011-07-05,2.6960
2011-07-06,2.6750
2011-07-07,2.6860
2011-07-08,2.6330
2011-07-11,2.5905
2011-07-12,2.5785
2011-07-13,2.6395
2011-07-14,2.5835
2011-07-15,2.5355
2011-07-18,2.4820
2011-07-19,2.4385
2011-07-20,2.4340
2011-07-21,2.4080
2011-07-22,2.4150
2011-07-25,2.4290
2011-07-26,2.4495
2011-07-27,2.4120
2011-07-28,2.3865
2011-07-29,2.3955
2011-08-01,2.4135
2011-08-02,2.4320
2011-08-03,2.4190
2011-08-04,2.3585
2011-08-05,2.3800
2011-08-08,2.3420
2011-08-09,2.3475
2011-08-10,2.3485
2011-08-11,2.4085
2011-08-12,2.4035
2011-08-15,2.4570
2011-08-16,2.5155
2011-08-17,2.6320
2011-08-18,2.6480
2011-08-19,2.6615
2011-08-22,2.6470
2011-08-23,2.6885
2011-08-24,2.7250
2011-08-25,2.7465
2011-08-26,2.7896
2011-08-29,2.8475
2011-08-30,2.8700
2011-08-31,2.8842
2011-09-01,2.8975
2011-09-02,2.8805
2011-09-06,2.8095
2011-09-07,2.8450
2011-09-08,2.8410
2011-09-09,2.7000
2011-09-12,2.7095
2011-09-13,2.7030
2011-09-14,2.6570
2011-09-15,2.6055
2011-09-16,2.6040
2011-09-19,2.6205
2011-09-20,2.6020
2011-09-21,2.5195
2011-09-22,2.3925
2011-09-23,2.3145
2011-09-26,2.3595
2011-09-27,2.4085
2011-09-28,2.3350
2011-09-29,2.3115
2011-09-30,2.2890
2011-10-03,2.2345
2011-10-04,2.2655
2011-10-05,2.2770
2011-10-06,2.3440
2011-10-07,2.2435
2011-10-10,2.2630
2011-10-11,2.2340
2011-10-12,2.2945
2011-10-13,2.3765
2011-10-14,2.3955
2011-10-17,2.3400
2011-10-18,2.3150
2011-10-19,2.3615
2011-10-20,2.3165
2011-10-21,2.4485
2011-10-24,2.5080
2011-10-25,2.3655
2011-10-26,2.3370
2011-10-27,2.3460
2011-10-28,2.3515
2011-10-31,2.2695
2011-11-01,2.2365
2011-11-02,2.2400
2011-11-03,2.2680
2011-11-04,2.3020
2011-11-07,2.3300
2011-11-08,2.2960
2011-11-09,2.3020
2011-11-10,2.3000
2011-11-11,2.3395
2011-11-14,2.3095
2011-11-15,2.3950
2011-11-16,2.3575
2011-11-17,2.3215
2011-11-18,2.3420
2011-11-21,2.3220
2011-11-22,2.3290
2011-11-23,2.3160
2011-11-25,2.3019
2011-11-28,2.2594
2011-11-29,2.2663
2011-11-30,2.3628
2011-12-01,2.3570
2011-12-02,2.2955
2011-12-05,2.3640
2011-12-06,2.3575
2011-12-07,2.2985
2011-12-08,2.2865
2011-12-09,2.2775
2011-12-12,2.2105
2011-12-13,2.2295
2011-12-14,2.1800
2011-12-15,2.1775
2011-12-16,2.1510
2011-12-19,2.1945
2011-12-20,2.2280
2011-12-21,2.1990
2011-12-22,2.2140
2011-12-23,2.1965
2011-12-27,2.2285
2011-12-28,2.2675
2011-12-29,2.2425
2011-12-30,2.2685
2012-01-03,2.2720
2012-01-04,2.2670
2012-01-05,2.1955
2012-01-06,2.2175
2012-01-09,2.2185
2012-01-10,2.2595
2012-01-11,2.3490
2012-01-12,2.3390
2012-01-13,2.2525
2012-01-17,2.2515
2012-01-18,2.2485
2012-01-19,2.2665
2012-01-20,2.2540
2012-01-23,2.1945
2012-01-24,2.2045
2012-01-25,2.1720
2012-01-26,2.1970
2012-01-27,2.1735
2012-01-30,2.1660
2012-01-31,2.1505
2012-02-01,2.1410
2012-02-02,2.1560
2012-02-03,2.1595
2012-02-06,2.1880
2012-02-07,2.2095
2012-02-08,2.2005
2012-02-09,2.1600
2012-02-10,2.1530
2012-02-13,2.1230
2012-02-14,2.0420
2012-02-15,2.0040
2012-02-16,1.9930
2012-02-17,2.0005
2012-02-21,2.0465
2012-02-22,2.0075
2012-02-23,2.0200
2012-02-24,2.0332
2012-02-27,2.0451
2012-02-28,2.0621
2012-02-29,2.0323
2012-03-01,2.0410
2012-03-02,2.0180
2012-03-05,2.0170
2012-03-06,1.9305
2012-03-07,1.8860
2012-03-08,1.8940
2012-03-09,1.8620
2012-03-12,1.8485
2012-03-13,1.8615
2012-03-14,1.8360
2012-03-15,1.8530
2012-03-16,1.8235
2012-03-19,1.8350
2012-03-20,1.8360
2012-03-21,1.8470
2012-03-22,1.7695
2012-03-23,1.7875
2012-03-26,1.7880
2012-03-27,1.8735
2012-03-28,1.8200
2012-03-29,1.7645
2012-03-30,1.8245
2012-04-02,1.8620
2012-04-03,1.8535
2012-04-04,1.8475
2012-04-05,1.8300
2012-04-09,1.7805
2012-04-10,1.7815
2012-04-11,1.8065
2012-04-12,1.8290
2012-04-13,1.7920
2012-04-16,1.7470
2012-04-17,1.7305
2012-04-18,1.7265
2012-04-19,1.7365
2012-04-20,1.7770
2012-04-23,1.7770
2012-04-24,1.8250
2012-04-25,1.7611
2012-04-26,1.7516
2012-04-27,1.7590
2012-04-30,1.7923
2012-05-01,1.8415
2012-05-02,1.8275
2012-05-03,1.7580
2012-05-04,1.7460
2012-05-07,1.7520
2012-05-08,1.7495
2012-05-09,1.7505
2012-05-10,1.7865
2012-05-11,1.7715
2012-05-14,1.7795
2012-05-15,1.7840
2012-05-16,1.7800
2012-05-17,1.8010
2012-05-18,1.7915
2012-05-21,1.7515
2012-05-22,1.7450
2012-05-23,1.6690
2012-05-24,1.6690
2012-05-25,1.6780
2012-05-29,1.6540
2012-05-30,1.6440
2012-05-31,1.6065
2012-06-01,1.5750
2012-06-04,1.5845
2012-06-05,1.5620
2012-06-06,1.5590
2012-06-07,1.5665
2012-06-08,1.5560
2012-06-11,1.5510
2012-06-12,1.5420
2012-06-13,1.5250
2012-06-14,1.4920
2012-06-15,1.5005
2012-06-18,1.4955
2012-06-19,1.5660
2012-06-20,1.5075
2012-06-21,1.5775
2012-06-22,1.5515
2012-06-25,1.5870
2012-06-26,1.6547
2012-06-27,1.6464
2012-06-28,1.6303
2012-06-29,1.7058
2012-07-02,1.7460
2012-07-03,1.8045
2012-07-05,1.8035
2012-07-06,1.7645
2012-07-09,1.8235
2012-07-10,1.8450
2012-07-11,1.8470
2012-07-12,1.8205
2012-07-13,1.8610
2012-07-16,1.8395
2012-07-17,1.8185
2012-07-18,1.8215
2012-07-19,1.8895
2012-07-20,1.8695
2012-07-23,1.8510
2012-07-24,1.7545
2012-07-25,1.7630
2012-07-26,1.7405
2012-07-27,1.7370
2012-07-30,1.7835
2012-07-31,1.7440
2012-08-01,1.7460
2012-08-02,1.7165
2012-08-03,1.7380
2012-08-06,1.7550
2012-08-07,1.7265
2012-08-08,1.7050
2012-08-09,1.6645
2012-08-10,1.6625
2012-08-13,1.6410
2012-08-14,1.6305
2012-08-15,1.6190
2012-08-16,1.5885
2012-08-17,1.6030
2012-08-20,1.6120
2012-08-21,1.6065
2012-08-22,1.5895
2012-08-23,1.6025
2012-08-24,1.6260
2012-08-27,1.6705
2012-08-28,1.6779
2012-08-29,1.6650
2012-08-30,1.6324
2012-08-31,1.6471
2012-09-04,1.6530
2012-09-05,1.6060
2012-09-06,1.5820
2012-09-07,1.6305
2012-09-10,1.7365
2012-09-11,1.7755
2012-09-12,1.7750
2012-09-13,1.7885
2012-09-14,1.8110
2012-09-17,1.7565
2012-09-18,1.7750
2012-09-19,1.7440
2012-09-20,1.6860
2012-09-21,1.7330
2012-09-24,1.7230
2012-09-25,1.7365
2012-09-26,1.6945
2012-09-27,1.7430
2012-09-28,1.7350
2012-10-01,1.7805
2012-10-02,1.8365
2012-10-03,1.8105
2012-10-04,1.7505
2012-10-05,1.6810
2012-10-08,1.6910
2012-10-09,1.6530
2012-10-10,1.6345
2012-10-11,1.6075
2012-10-12,1.6170
2012-10-15,1.6085
2012-10-16,1.6280
2012-10-17,1.6150
2012-10-18,1.5860
2012-10-19,1.6165
2012-10-22,1.6450
2012-10-23,1.6085
2012-10-24,1.5980
2012-10-25,1.6100
2012-10-26,1.5775
2012-10-29,1.6165
2012-10-30,1.5720
2012-10-31,1.5465
2012-11-01,1.5345
2012-11-02,1.5470
2012-11-05,1.5090
2012-11-06,1.5060
2012-11-07,1.5120
2012-11-08,1.5140
2012-11-09,1.4990
2012-11-12,1.5305
2012-11-13,1.4600
2012-11-14,1.4770
2012-11-15,1.4900
2012-11-16,1.4730
2012-11-19,1.5140
2012-11-20,1.4375
2012-11-21,1.4480
2012-11-23,1.4215
2012-11-26,1.3990
2012-11-27,1.4167
2012-11-28,1.4873
2012-11-29,1.5230
2012-11-30,1.4890
2012-12-03,1.5070
2012-12-04,1.4835
2012-12-05,1.4910
2012-12-06,1.5095
2012-12-07,1.5385
2012-12-10,1.4700
2012-12-11,1.4950
2012-12-12,1.4650
2012-12-13,1.4360
2012-12-14,1.4315
2012-12-17,1.4595
2012-12-18,1.4400
2012-12-19,1.4490
2012-12-20,1.4295
2012-12-21,1.4660
2012-12-24,1.4700
2012-12-26,1.4830
2012-12-27,1.4790
2012-12-28,1.4685
2012-12-31,1.4380
2013-01-02,1.4940
2013-01-03,1.4650
2013-01-04,1.4735
2013-01-07,1.5040
2013-01-08,1.4815
2013-01-09,1.4790
2013-01-10,1.4965
2013-01-11,1.5335
2013-01-14,1.5330
2013-01-15,1.5250
2013-01-16,1.5300
2013-01-17,1.5550
2013-01-18,1.5630
2013-01-22,1.4860
2013-01-23,1.5040
2013-01-24,1.4655
2013-01-25,1.4830
2013-01-28,1.4900
2013-01-29,1.4980
2013-01-30,1.4770
2013-01-31,1.4695
2013-02-01,1.4795
2013-02-04,1.4435
2013-02-05,1.4405
2013-02-06,1.4210
2013-02-07,1.4030
2013-02-08,1.4105
2013-02-11,1.4015
2013-02-12,1.4065
2013-02-13,1.3875
2013-02-14,1.3800
2013-02-15,1.3695
2013-02-19,1.3650
2013-02-20,1.4100
2013-02-21,1.4175
2013-02-22,1.4310
2013-02-25,1.4270
2013-02-26,1.4314
2013-02-27,1.4303
2013-02-28,1.4309
2013-03-01,1.4335
2013-03-04,1.4665
2013-03-05,1.4115
2013-03-06,1.4125
2013-03-07,1.4310
2013-03-08,1.4405
2013-03-11,1.4375
2013-03-12,1.4235
2013-03-13,1.4060
2013-03-14,1.3965
2013-03-15,1.3750
2013-03-18,1.3435
2013-03-19,1.3310
2013-03-20,1.3360
2013-03-21,1.3375
2013-03-22,1.3530
2013-03-25,1.3560
2013-03-26,1.3760
2013-03-27,1.3660
2013-03-28,1.3715
2013-04-01,1.3840
2013-04-02,1.3615
2013-04-03,1.3945
2013-04-04,1.3950
2013-04-05,1.4015
2013-04-08,1.3590
2013-04-09,1.3540
2013-04-10,1.3605
2013-04-11,1.3680
2013-04-12,1.3525
2013-04-15,1.3445
2013-04-16,1.3585
2013-04-17,1.3610
2013-04-18,1.3890
2013-04-19,1.4165
2013-04-22,1.4250
2013-04-23,1.3755
2013-04-24,1.3840
2013-04-25,1.3724
2013-04-26,1.3392
2013-04-29,1.3369
2013-04-30,1.3507
2013-05-01,1.3470
2013-05-02,1.3945
2013-05-03,1.4090
2013-05-06,1.4175
2013-05-07,1.4270
2013-05-08,1.4415
2013-05-09,1.4790
2013-05-10,1.4445
2013-05-13,1.4575
2013-05-14,1.4400
2013-05-15,1.4055
2013-05-16,1.3985
2013-05-17,1.3690
2013-05-20,1.3515
2013-05-21,1.3270
2013-05-22,1.2845
2013-05-23,1.3005
2013-05-24,1.2725
2013-05-28,1.2645
2013-05-29,1.2760
2013-05-30,1.2585
2013-05-31,1.2705
2013-06-03,1.2900
2013-06-04,1.2765
2013-06-05,1.2745
2013-06-06,1.2945
2013-06-07,1.2695
2013-06-10,1.2875
2013-06-11,1.2770
2013-06-12,1.2275
2013-06-13,1.2370
2013-06-14,1.2225
2013-06-17,1.2235
2013-06-18,1.2200
2013-06-19,1.2275
2013-06-20,1.1765
2013-06-21,1.1870
2013-06-24,1.1945
2013-06-25,1.2031
2013-06-26,1.1827
2013-06-27,1.2178
2013-06-28,1.2032
2013-07-01,1.2160
2013-07-02,1.2435
2013-07-03,1.2140
2013-07-05,1.2125
2013-07-08,1.2345
2013-07-09,1.2225
2013-07-10,1.2165
2013-07-11,1.2340
2013-07-12,1.1940
2013-07-15,1.2325
2013-07-16,1.2595
2013-07-17,1.2795
2013-07-18,1.2755
2013-07-19,1.2270
2013-07-22,1.2530
2013-07-23,1.2610
2013-07-24,1.2125
2013-07-25,1.2480
2013-07-26,1.2225
2013-07-29,1.2115
2013-07-30,1.2030
2013-07-31,1.1860
2013-08-01,1.1560
2013-08-02,1.1825
2013-08-05,1.1965
2013-08-06,1.1790
2013-08-07,1.2105
2013-08-08,1.2205
2013-08-09,1.2290
2013-08-12,1.2345
2013-08-13,1.2060
2013-08-14,1.2265
2013-08-15,1.2185
2013-08-16,1.2050
2013-08-19,1.1925
2013-08-20,1.1495
2013-08-21,1.1350
2013-08-22,1.1320
2013-08-23,1.1305
2013-08-26,1.1405
2013-08-27,1.1387
2013-08-28,1.1614
2013-08-29,1.1585
2013-08-30,1.1546
2013-09-03,1.1720
2013-09-04,1.1685
2013-09-05,1.1685
2013-09-06,1.1785
2013-09-09,1.1805
2013-09-10,1.1665
2013-09-11,1.2080
2013-09-12,1.2060
2013-09-13,1.2000
2013-09-16,1.1925
2013-09-17,1.1495
2013-09-18,1.1490
2013-09-19,1.1580
2013-09-20,1.1465
2013-09-23,1.1705
2013-09-24,1.1785
2013-09-25,1.1725
2013-09-26,1.1565
2013-09-27,1.1370
2013-09-30,1.1370
2013-10-01,1.1410
2013-10-02,1.1445
2013-10-03,1.1535
2013-10-04,1.1440
2013-10-07,1.1450
2013-10-08,1.1505
2013-10-09,1.1525
2013-10-10,1.1440
2013-10-11,1.1670
2013-10-14,1.1700
2013-10-15,1.1645
2013-10-16,1.1585
2013-10-17,1.1470
2013-10-18,1.1465
2013-10-21,1.1270
2013-10-22,1.1195
2013-10-23,1.1055
2013-10-24,1.1030
2013-10-25,1.0910
2013-10-28,1.0755
2013-10-29,1.0695
2013-10-30,1.0685
2013-10-31,1.0540
2013-11-01,1.0555
2013-11-04,1.0370
2013-11-05,1.0345
2013-11-06,1.0150
2013-11-07,1.0395
2013-11-08,1.0405
2013-11-11,1.0325
2013-11-12,1.0580
2013-11-13,1.0305
2013-11-14,1.0260
2013-11-15,1.0575
2013-11-18,1.0575
2013-11-19,1.0465
2013-11-20,1.0735
2013-11-21,1.1045
2013-11-22,1.0710
2013-11-25,1.0819
2013-11-26,1.0839
2013-11-27,1.0790
2013-11-29,1.1073
2013-12-02,1.0990
2013-12-03,1.1020
2013-12-04,1.0840
2013-12-05,1.0600
2013-12-06,1.0640
2013-12-09,1.0610
2013-12-10,1.1025
2013-12-11,1.0970
2013-12-12,1.1130
2013-12-13,1.1525
2013-12-16,1.1530
2013-12-17,1.1415
2013-12-18,1.1595
2013-12-19,1.1375
2013-12-20,1.1530
2013-12-23,1.1585
2013-12-24,1.1475
2013-12-26,1.1545
2013-12-27,1.1635
2013-12-30,1.1470
2013-12-31,1.1070
2014-01-02,1.1140
2014-01-03,1.1635
2014-01-06,1.2100
2014-01-07,1.1725
2014-01-08,1.2090
2014-01-09,1.1935
2014-01-10,1.2065
2014-01-13,1.1985
2014-01-14,1.1920
2014-01-15,1.1720
2014-01-16,1.1835
2014-01-17,1.1715
2014-01-21,1.1620
2014-01-22,1.1485
2014-01-23,1.1520
2014-01-24,1.1440
2014-01-27,1.1385
2014-01-28,1.1465
2014-01-29,1.1710
2014-01-30,1.2000
2014-01-31,1.2520
2014-02-03,1.3595
2014-02-04,1.3625
2014-02-05,1.4310
2014-02-06,1.3575
2014-02-07,1.3570
2014-02-10,1.3620
2014-02-11,1.3715
2014-02-12,1.4105
2014-02-13,1.3970
2014-02-14,1.3990
2014-02-18,1.5265
2014-02-19,1.7175
2014-02-20,1.6880
2014-02-21,1.6855
2014-02-24,1.7560
2014-02-25,1.7577
2014-02-26,1.7734
2014-02-27,1.7908
2014-02-28,1.8020
2014-03-03,1.9345
2014-03-04,1.8545
2014-03-05,2.0240
2014-03-06,1.9555
2014-03-07,1.9685
2014-03-10,2.0340
2014-03-11,2.0565
2014-03-12,2.0530
2014-03-13,2.0595
2014-03-14,1.9840
2014-03-17,1.9140
2014-03-18,1.9155
2014-03-19,1.8550
2014-03-20,1.7415
2014-03-21,1.7115
2014-03-24,1.7640
2014-03-25,1.7530
2014-03-26,1.7600
2014-03-27,1.7635
2014-03-28,1.8060
2014-03-31,1.7790
2014-04-01,1.7525
2014-04-02,1.7270
2014-04-03,1.7460
2014-04-04,1.8500
2014-04-07,1.9335
2014-04-08,1.9650
2014-04-09,1.9985
2014-04-10,2.0610
2014-04-11,2.0120
2014-04-14,2.0485
2014-04-15,1.9215
2014-04-16,1.8595
2014-04-17,2.0120
2014-04-21,1.9670
2014-04-22,2.1180
2014-04-23,2.1235
2014-04-24,2.1245
2014-04-25,2.0520
2014-04-28,1.9974
2014-04-29,2.1070
2014-04-30,2.0529
2014-05-01,2.0415
2014-05-02,2.0320
2014-05-05,2.0525
2014-05-06,2.0225
2014-05-07,2.0100
2014-05-08,1.9550
2014-05-09,1.8390
2014-05-12,1.8925
2014-05-13,1.8695
2014-05-14,1.8420
2014-05-15,1.9680
2014-05-16,1.8505
2014-05-19,1.8350
2014-05-20,1.8570
2014-05-21,1.8140
2014-05-22,1.8135
2014-05-23,1.8190
2014-05-26,1.8190
2014-05-27,1.7935
2014-05-28,1.7615
2014-05-29,1.8195
2014-05-30,1.7750
2014-06-02,1.7235
2014-06-03,1.7115
2014-06-04,1.7020
2014-06-05,1.6915
2014-06-06,1.7210
2014-06-09,1.6535
2014-06-10,1.6565
2014-06-11,1.7160
2014-06-12,1.7195
2014-06-13,1.7370
2014-06-16,1.7295
2014-06-17,1.6905
2014-06-18,1.6675
2014-06-19,1.6700
2014-06-20,1.7325
2014-06-23,1.7510
2014-06-24,1.7415
2014-06-25,1.8037
2014-06-26,1.7962
2014-06-27,1.7171
2014-06-30,1.7468
2014-07-01,1.7095
2014-07-02,1.7330
2014-07-03,1.7180
2014-07-07,1.7110
2014-07-08,1.7295
2014-07-09,1.7290
2014-07-10,1.6300
2014-07-11,1.6140
2014-07-14,1.6435
2014-07-15,1.6195
2014-07-16,1.6250
2014-07-17,1.6385
2014-07-18,1.7240
2014-07-21,1.7290
2014-07-22,1.6830
2014-07-23,1.7660
2014-07-24,1.7830
2014-07-25,1.7915
2014-07-28,1.8110
2014-07-29,1.8070
2014-07-30,1.8250
2014-07-31,1.9505
2014-08-01,1.9235
2014-08-04,1.9050
2014-08-05,1.8940
2014-08-06,1.9085
2014-08-07,1.8400
